Keuwl Accelerometer Data File
2021-06-01 15-05-52

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
14.0330505,-0.012606,-0.001348,-0.021060,-0.029951,-0.520620,-18.019829
14.0527344,-0.116748,0.107584,-0.144366,-0.150564,-0.209955,-2.436394
14.0724487,-0.173617,0.132135,-0.095279,-0.101204,-0.190202,3.921356
14.0921631,-0.067065,0.043543,0.152524,0.143848,-0.522406,-10.156368
14.1118469,0.044858,-0.036657,0.165692,0.157071,-0.518373,-25.496265
14.1315918,-0.065875,0.050135,-0.125201,-0.133156,-0.400260,-9.925316
14.1512766,-0.097598,0.147699,-0.173083,-0.176598,0.062100,-2.786491
14.1709900,-0.051501,0.102808,0.099256,0.093927,-0.162652,-8.697517
14.1907043,0.102918,-0.051626,0.227948,0.220936,-0.354901,-30.960957
14.2104187,0.279493,-0.200064,-0.007297,-0.009165,0.185087,-52.203117
14.2301331,0.170560,-0.130636,-0.158725,-0.164590,-0.173230,-41.702721
14.2498474,0.038877,0.054316,0.019040,0.014262,-0.094610,-18.848316
14.2695322,0.029294,0.038752,0.218961,0.212805,-0.265371,-19.029720
14.2892761,0.151990,-0.122854,0.236920,0.229766,-0.371164,-40.022865
14.3089600,0.165769,-0.092321,0.011273,0.006054,-0.136966,-38.147816
14.3286743,0.011335,0.136927,-0.170703,-0.171793,0.286662,-12.347008
14.3483887,-0.055102,0.305109,-0.244327,-0.236231,1.055359,-1.488892
14.3680725,-0.011401,0.236277,-0.162311,-0.158039,0.739852,-6.683205
14.3878174,0.019117,0.079462,0.023236,0.018979,-0.044561,-15.845417
14.4075012,-0.056292,0.027384,0.188428,0.179258,-0.583044,-12.101067
14.4272156,0.022718,-0.028875,0.306943,0.297668,-0.611966,-23.083347
14.4469299,0.145414,-0.156362,0.192029,0.183737,-0.486103,-42.770248
14.4666138,0.144819,-0.171926,0.028028,0.019548,-0.481922,-44.253174
14.4863586,0.064603,-0.116857,0.063931,0.053489,-0.713451,-33.903709
14.5060434,0.019727,-0.063589,0.074109,0.063759,-0.703777,-25.561695
14.5257568,0.019727,0.042353,-0.070148,-0.076000,-0.187051,-18.029713
14.5454712,-0.001223,0.152491,-0.332294,-0.332542,0.394173,-10.674461
14.5651855,-0.067080,0.323069,-0.397555,-0.387917,1.207572,-0.200294
14.5848999,-0.104785,0.345820,-0.320941,-0.310680,1.234236,2.946739
14.6046143,0.020322,0.176416,-0.183261,-0.181704,0.520477,-11.288292
14.6242990,0.099927,0.002253,-0.013278,-0.017940,-0.077596,-26.748051
14.6440125,0.142423,-0.133627,0.142941,0.135181,-0.420983,-40.470840
14.6637268,0.143018,-0.151586,0.324307,0.315849,-0.523730,-42.186150
14.6834412,0.020322,-0.124639,0.450604,0.437977,-1.036448,-31.165245
14.7031250,-0.044329,-0.140203,0.445813,0.430875,-1.359233,-26.621765
14.7228699,-0.062274,-0.213827,0.326703,0.309705,-1.685950,-33.737244
14.7425547,-0.015597,-0.169546,0.233319,0.218597,-1.304226,-32.794666
14.7622681,-0.078433,0.042353,-0.026446,-0.035213,-0.505712,-9.095482
14.7819824,-0.167025,0.190195,-0.220370,-0.222545,0.197245,4.674644
14.8016968,-0.117358,0.299723,-0.164111,-0.158119,0.876031,2.935593
14.8213806,-0.050906,0.372751,-0.081515,-0.068628,1.361483,-0.165916
14.8410950,0.024503,0.384714,-0.226962,-0.210219,1.659792,-4.667091
14.8608103,0.033490,0.311106,-0.310153,-0.298590,1.325546,-7.326538
14.8805237,0.069394,0.115976,-0.089297,-0.089607,0.340180,-17.701572
14.9002380,0.070600,-0.030081,0.166287,0.158868,-0.388209,-26.983833
14.9199524,0.063413,-0.188101,0.382962,0.370325,-1.029572,-41.224564
14.9396667,0.106519,-0.311392,0.558942,0.545908,-1.102604,-58.529858
14.9593506,0.102323,-0.374838,0.596646,0.583011,-1.188087,-66.923553
14.9790955,0.067594,-0.232977,0.272824,0.259563,-1.099890,-46.809982
14.9987793,-0.119143,0.143503,-0.199420,-0.203583,0.004208,-0.968399
15.0184937,-0.137698,0.440989,-0.502887,-0.484505,1.844026,6.715378
15.0382080,-0.050311,0.585840,-0.624988,-0.589538,2.907943,3.578316
15.0579224,0.047849,0.511011,-0.568133,-0.537446,2.619852,-3.046463
15.0776062,0.199277,0.320078,-0.374209,-0.354222,1.911495,-16.723370
15.0973215,0.222623,0.125544,-0.279635,-0.271626,1.057258,-26.687912
15.1170349,0.196882,-0.093527,-0.052783,-0.056358,0.034415,-39.883892
15.1367493,0.192106,-0.283865,0.378766,0.370069,-0.557821,-57.713028
15.1564331,0.206464,-0.379034,0.646924,0.637884,-0.632854,-68.323860
15.1761475,0.109494,-0.279074,0.529004,0.516472,-1.033327,-54.534645
15.1958618,-0.101184,0.042948,0.138165,0.128698,-0.609647,-6.746346
15.2156067,-0.239459,0.372156,-0.203021,-0.193026,1.186046,12.989693
15.2352905,-0.150271,0.534952,-0.307162,-0.281006,2.272421,8.588112
15.2550049,-0.079638,0.585825,-0.227557,-0.195230,2.603119,5.168167
15.2747192,0.041272,0.475702,-0.173099,-0.148088,2.164333,-3.453682
15.2944031,0.174741,0.323664,-0.293399,-0.274775,1.801055,-15.282299
15.3141174,0.222623,0.288950,-0.314944,-0.296263,1.810728,-19.133450
15.3338623,0.159787,0.244654,-0.174289,-0.162566,1.302953,-17.508739
15.3535461,0.132840,0.012415,0.190839,0.187656,0.028227,-28.244385
15.3732605,0.222623,-0.275473,0.524228,0.516983,-0.423991,-57.629097
15.3929749,0.189710,-0.355688,0.533795,0.524164,-0.683480,-65.572388
15.4126587,0.043058,-0.213232,0.185437,0.171716,-1.153517,-42.828453
15.4323730,-0.106585,0.038157,-0.022845,-0.032442,-0.601205,-6.414040
15.4520884,-0.004229,0.092035,0.060941,0.056488,-0.070068,-13.277084
15.4718018,0.126264,0.074076,0.001096,0.000815,0.325187,-23.911671
15.4915161,0.113691,0.176432,-0.305377,-0.299795,0.875986,-17.717510
15.5112000,0.090955,0.317682,-0.411914,-0.397201,1.572532,-10.700047
15.5309143,-0.073657,0.462534,-0.262866,-0.242176,1.924635,3.012886
15.5506287,-0.057498,0.352991,0.007672,0.018523,1.197031,-0.168320
15.5703440,0.004758,0.188990,0.066327,0.067531,0.439941,-9.617386
15.5900269,-0.014392,0.032175,-0.071933,-0.079352,-0.350646,-15.725594
15.6097412,0.080167,-0.036657,-0.080920,-0.087843,-0.296267,-28.190197
15.6294861,0.103513,-0.140203,0.201001,0.191289,-0.646842,-38.794754
15.6492004,0.147214,-0.183905,0.385953,0.376838,-0.605151,-45.565865
15.6689148,0.112485,-0.086935,0.206388,0.198613,-0.432200,-34.507767
15.6885986,-0.032946,0.070490,-0.081500,-0.087646,-0.215227,-11.921341
15.7083130,-0.067065,0.159067,-0.191638,-0.193723,0.200013,-5.042610
15.7280273,-0.011401,0.112970,-0.014483,-0.017933,0.039536,-11.652645
15.7477474,0.079572,0.070475,0.090863,0.088255,0.099265,-20.940922
15.7674322,-0.015597,0.195582,-0.097674,-0.096316,0.485971,-7.825665
15.7871456,-0.040744,0.253641,-0.188052,-0.183407,0.775386,-3.968246
15.8068609,0.022718,0.235087,-0.089297,-0.084186,0.790590,-9.161682
15.8265753,0.089154,0.245264,-0.132983,-0.124544,1.054884,-13.208801
15.8462887,0.055036,0.261423,-0.225772,-0.217294,1.079648,-10.396397
15.8660030,0.044263,0.222513,-0.042010,-0.037086,0.765620,-11.129589
15.8856878,0.075986,0.000452,0.273435,0.267259,-0.276105,-25.163731
15.9054012,0.127454,-0.163549,0.449399,0.439804,-0.667918,-42.500702
15.9251165,0.137632,-0.179708,0.352429,0.343021,-0.633335,-44.661789
15.9447994,0.137037,-0.080358,0.163892,0.157468,-0.283934,-35.491772
15.9645443,0.084363,0.010630,-0.015063,-0.020010,-0.105381,-25.070732
15.9842291,0.066999,0.083643,-0.039615,-0.041807,0.161456,-19.276703
16.0039425,0.065809,0.170450,-0.034823,-0.032325,0.568543,-14.805843
16.0236874,0.031690,0.295542,-0.235934,-0.225849,1.200547,-7.701073
16.0433712,-0.040133,0.408671,-0.452014,-0.434391,1.779606,-0.085625
16.0630856,-0.116153,0.429606,-0.373004,-0.355765,1.732235,5.158699
16.0827999,0.059232,0.242258,-0.024646,-0.017922,0.901044,-11.381893
16.1024532,0.206464,0.004648,0.163297,0.163397,0.327090,-33.099869
16.1222286,0.223829,-0.100103,0.150723,0.147980,0.076055,-41.712776
16.1419125,0.205274,-0.146795,0.141156,0.136113,-0.141419,-44.793434
16.1616268,0.175336,-0.137213,0.272229,0.265728,-0.309018,-42.531219
16.1813412,0.129850,-0.113867,0.360822,0.352757,-0.486495,-37.949524
16.2010555,0.061017,0.004053,0.199216,0.192735,-0.295468,-23.792969
16.2207394,-0.028170,0.177027,-0.050982,-0.051239,0.337412,-7.554039
16.2404537,-0.049716,0.305109,-0.180865,-0.172822,1.036493,-1.870239
16.2601681,-0.093402,0.439783,-0.253299,-0.235162,1.758405,3.863266
16.2798824,-0.113757,0.536158,-0.391559,-0.364156,2.372028,6.465446
16.2995663,-0.037143,0.388910,-0.393359,-0.377582,1.640010,-0.702774
16.3193111,0.183118,0.159067,-0.124011,-0.116677,0.969877,-22.762638
16.3389950,0.290265,-0.036062,0.087277,0.090673,0.616477,-39.904709
16.3587093,0.199887,-0.044439,0.183652,0.181461,0.120803,-36.224766
16.3784237,0.096921,-0.060598,0.215360,0.207805,-0.410126,-31.269577
16.3981380,0.126264,-0.162344,0.432645,0.423048,-0.665831,-42.315086
16.4178219,0.202878,-0.247946,0.472150,0.464365,-0.472862,-54.289806
16.4375668,0.132245,-0.106695,0.050168,0.042865,-0.357658,-37.455627
16.4572506,-0.077243,0.258432,-0.266467,-0.262239,0.759204,-1.087181
16.4769650,-0.153857,0.411661,-0.247302,-0.232826,1.512820,7.393829
16.4966488,-0.088015,0.305719,0.006482,0.013050,0.882275,0.894562
16.5163937,0.056821,0.180018,-0.018664,-0.015979,0.580568,-13.754841
16.5360775,0.032285,0.217127,-0.271853,-0.267076,0.804507,-10.506836
16.5558224,-0.051516,0.318277,-0.355639,-0.346092,1.190409,-1.407204
16.5755062,-0.019183,0.247660,-0.101260,-0.096630,0.755137,-5.737785
16.5952206,0.081372,0.042948,0.144147,0.140222,-0.033639,-22.740063
16.6149349,0.105909,-0.068380,0.213574,0.206125,-0.398608,-32.516392
16.6346493,0.094541,-0.004339,0.089078,0.083743,-0.161590,-26.834888
16.6543636,0.108304,0.020212,-0.021060,-0.024583,0.033747,-26.098797
16.6740475,0.086759,0.039957,0.089673,0.085927,-0.007102,-23.314228
16.6937923,0.095136,0.011225,0.199216,0.194364,-0.132403,-25.795616
16.7134762,-0.011401,0.121958,0.062741,0.059625,0.057068,-11.230682
16.7331905,-0.065875,0.223703,-0.051578,-0.049952,0.499228,-2.967552
16.7528744,-0.080233,0.276987,-0.107837,-0.102818,0.787379,-0.375191
16.7726192,-0.001834,0.239878,-0.088092,-0.083481,0.750788,-7.251785
16.7923031,0.023908,0.238077,-0.158130,-0.152584,0.839873,-9.135979
16.8120480,-0.015002,0.200373,-0.179675,-0.177799,0.546673,-7.692097
16.8317013,0.063413,0.041147,0.075315,0.070734,-0.084968,-21.534542
16.8514462,0.235196,-0.148580,0.326108,0.322282,-0.055290,-46.218826
16.8711605,0.195691,-0.064199,0.136365,0.133350,0.053469,-37.499790
16.8908749,0.033490,0.108194,-0.135974,-0.137947,0.199693,-15.452175
16.9105587,-0.038348,0.174021,-0.056369,-0.057084,0.297976,-6.857185
16.9302731,0.004758,0.065699,0.202207,0.196507,-0.216666,-15.430954
16.9499874,0.041272,0.049524,0.140546,0.135422,-0.149285,-19.323490
16.9697018,0.038266,0.167444,-0.207812,-0.206099,0.538837,-12.988770
16.9893856,0.010740,0.319483,-0.442431,-0.430563,1.381146,-5.591850
17.0091305,0.021512,0.385920,-0.424487,-0.406939,1.767000,-4.452919
17.0288143,0.080182,0.195582,-0.192843,-0.187826,0.806014,-14.668903
17.0485592,0.102308,0.004648,0.126187,0.121481,-0.105903,-26.746288
17.0682430,0.066404,-0.150381,0.426663,0.414979,-0.913195,-37.351509
17.0879574,0.099927,-0.204245,0.558347,0.546609,-0.936168,-45.255035
17.1076717,0.120282,-0.137823,0.293790,0.284733,-0.585545,-39.589542
17.1273861,-0.021579,0.086634,-0.083911,-0.088913,-0.099007,-12.087864
17.1470394,-0.122134,0.254831,-0.056369,-0.053928,0.568156,2.326149
17.1667843,-0.078448,0.224314,0.195615,0.196396,0.379034,-1.955162
17.1864986,0.024503,0.135721,0.120801,0.119471,0.209735,-13.414211
17.2062149,0.011945,0.236277,-0.234149,-0.228919,0.832069,-8.360523
17.2258968,-0.126330,0.541544,-0.510074,-0.481759,2.462920,7.258858
17.2456417,-0.120944,0.627741,-0.434649,-0.397551,2.932816,7.874718
17.2652950,0.031690,0.433802,-0.156924,-0.136067,1.905496,-3.874283
17.2850704,0.068204,0.146494,0.064527,0.065499,0.420815,-16.091370
17.3047256,0.140027,-0.031866,0.159711,0.155142,-0.098196,-31.854382
17.3244705,0.180127,-0.019903,0.017255,0.015328,0.175193,-33.355549
17.3441830,0.150800,-0.022299,-0.014468,-0.017854,0.045593,-31.810547
17.3638668,0.208265,-0.117468,0.137555,0.133489,-0.045986,-42.412048
17.3835506,0.245374,-0.062399,0.120206,0.119948,0.304344,-39.800102
17.4033260,0.132245,0.129740,-0.058169,-0.055140,0.617003,-21.203339
17.4230099,-0.037738,0.339823,-0.199435,-0.188367,1.262569,-1.814644
17.4427261,-0.084430,0.352991,-0.144351,-0.133658,1.222214,1.670898
17.4624386,-0.110766,0.218317,-0.018664,-0.018490,0.368671,0.498734
17.4821529,-0.079638,0.157267,0.027417,0.024481,0.080291,-4.030228
17.5018673,-0.081439,0.214136,-0.044406,-0.043791,0.411821,-2.018219
17.5215511,-0.067065,0.287150,-0.156924,-0.150719,0.890976,-1.089355
17.5412655,0.005353,0.300333,-0.210193,-0.200747,1.147523,-5.802368
17.5609818,0.043058,0.225504,-0.168902,-0.163474,0.833113,-10.930996
17.5806637,0.090940,0.135126,-0.027652,-0.026191,0.480487,-18.220402
17.6004086,0.013730,0.031580,0.157315,0.150415,-0.332125,-18.193382
17.6200924,-0.002429,-0.057608,0.375180,0.363993,-0.845329,-23.105000
17.6398067,0.008344,-0.061193,0.368604,0.357635,-0.817990,-24.368839
17.6595211,0.011335,-0.036062,0.166287,0.156544,-0.645529,-22.646057
17.6792374,0.013730,0.103998,-0.037219,-0.040294,0.079026,-14.125862
17.6989498,-0.045520,0.236872,-0.164111,-0.160798,0.662629,-4.128677
17.7186642,-0.059878,0.242869,0.011868,0.014745,0.589911,-2.853706
17.7383785,-0.011401,0.243464,0.116010,0.120016,0.659366,-6.440590
17.7580624,0.017331,0.248850,-0.091693,-0.085840,0.849020,-8.294693
17.7777767,-0.035357,0.268610,-0.306567,-0.300384,0.923470,-3.912811
17.7974930,-0.072467,0.195582,-0.219180,-0.219118,0.398719,-3.328125
17.8171749,-0.013202,0.055521,0.144742,0.138102,-0.303160,-14.471302
17.8368893,0.046643,0.032770,0.173474,0.167732,-0.216246,-20.781399
17.8566036,0.023908,0.084253,-0.070743,-0.074424,0.027558,-15.966965
17.8763180,0.071790,0.044748,-0.183856,-0.187470,0.054466,-21.930832
17.8960037,0.175946,-0.006735,0.031018,0.029384,0.199108,-32.185719
17.9157486,0.083768,0.036966,0.111218,0.107178,-0.038982,-23.290783
17.9354610,-0.066470,0.183603,-0.074328,-0.075178,0.289520,-4.220886
17.9551754,-0.234072,0.291346,-0.164111,-0.160386,0.696147,11.937119
17.9748898,-0.196963,0.251841,-0.079715,-0.078596,0.462005,8.407761
17.9945736,-0.080844,0.145304,0.094464,0.090696,-0.010035,-4.358681
18.0142879,-0.037738,0.108194,-0.047992,-0.052408,-0.047582,-9.656250
18.0340042,-0.087420,0.185999,-0.184466,-0.185441,0.299737,-2.396210
18.0537167,-0.012011,0.083048,-0.044406,-0.049368,-0.101845,-13.087559
18.0734310,0.100522,-0.043844,0.214780,0.207968,-0.332063,-30.185833
18.0931454,0.071790,-0.012121,0.102246,0.095669,-0.289880,-25.746086
18.1128292,-0.020388,0.165049,-0.128802,-0.129369,0.325289,-8.642113
18.1325436,-0.064074,0.303919,-0.177875,-0.170309,0.999834,-0.879333
18.1522598,-0.007815,0.247049,-0.039615,-0.034845,0.752825,-6.579140
18.1719418,-0.056292,0.163859,0.048383,0.046366,0.161188,-5.771042
18.1916866,-0.041934,0.074076,0.159101,0.152497,-0.301620,-10.931618
18.2113705,0.038282,-0.049230,0.344663,0.335125,-0.646980,-25.948898
18.2310543,0.109494,-0.092321,0.360822,0.352539,-0.509926,-34.777966
18.2507992,0.082563,0.032770,0.049573,0.045407,-0.040290,-23.473289
18.2705154,-0.051501,0.250040,-0.216189,-0.212011,0.744118,-3.274849
18.2902279,-0.068270,0.358393,-0.234744,-0.222917,1.325423,0.680389
18.3099117,-0.027560,0.225504,-0.103061,-0.100144,0.617146,-5.853508
18.3295956,-0.020983,0.121363,-0.019259,-0.022540,0.056348,-10.470097
18.3493099,-0.027560,0.176432,-0.092288,-0.092470,0.352000,-7.625214
18.3690548,-0.008410,0.220713,-0.307162,-0.303437,0.727398,-7.445030
18.3887711,0.015531,0.096216,-0.283221,-0.286162,0.137292,-14.667732
18.4084835,0.115491,-0.055807,0.120801,0.114334,-0.281425,-32.133469
18.4281673,0.065213,-0.127630,0.266248,0.255290,-0.803109,-34.984684
18.4478817,-0.001223,-0.097113,0.252484,0.240166,-0.972035,-26.623615
18.4675961,0.041272,-0.131826,0.232129,0.220221,-0.916780,-33.593742
18.4873104,-0.012011,0.016611,0.175260,0.166878,-0.493367,-16.901276
18.5069942,-0.135913,0.196772,-0.080905,-0.082440,0.229156,2.071121
18.5267086,-0.278964,0.416437,-0.171298,-0.157951,1.415756,16.007011
18.5464535,-0.228091,0.399088,-0.170688,-0.158495,1.335196,12.369865
18.5661678,-0.047915,0.282969,-0.132388,-0.126048,0.895856,-2.593239
18.5858517,0.060422,0.165644,-0.151538,-0.149240,0.576177,-14.648884
18.6055660,0.023908,0.178812,-0.142566,-0.140839,0.526394,-11.451515
18.6252823,-0.028765,0.178217,-0.000110,-0.000424,0.322407,-7.461334
18.6449947,0.037076,0.062098,0.270444,0.265535,-0.149755,-18.248863
18.6646786,0.081372,-0.048040,0.256665,0.248873,-0.441719,-29.164787
18.6843929,0.056226,0.014216,-0.007297,-0.013201,-0.202840,-22.734806
18.7041378,0.001157,0.089640,-0.212588,-0.216493,0.031741,-13.845016
18.7238216,0.042463,0.087244,-0.085101,-0.087945,0.109423,-17.246597
18.7435055,0.089750,0.042353,0.072324,0.068839,0.020743,-23.374844
18.7632198,0.121473,-0.001348,-0.004291,-0.008189,-0.005130,-28.455498
18.7829342,-0.009616,0.111185,-0.147952,-0.151187,0.084138,-11.884693
18.8026485,-0.061679,0.172831,-0.083911,-0.085267,0.245954,-4.994942
18.8223324,-0.030566,0.134531,0.010068,0.007170,0.086993,-9.090687
18.8420486,0.001767,0.074671,-0.032428,-0.037395,-0.104395,-14.688637
18.8617935,-0.019183,0.108790,-0.077914,-0.081704,0.018393,-11.205616
18.8814754,-0.045520,0.093226,-0.025241,-0.030691,-0.153872,-9.672920
18.9011898,0.026899,-0.046240,0.137555,0.127990,-0.620851,-24.769547
18.9209042,0.150205,-0.121649,0.201596,0.194446,-0.365315,-39.816643
18.9406185,0.133451,-0.012121,-0.032428,-0.036179,0.014026,-29.995121
18.9603329,-0.035342,0.203959,-0.310153,-0.308335,0.569220,-6.002090
18.9800491,-0.113162,0.257227,-0.184466,-0.181355,0.650416,1.670441
18.9997616,-0.050311,0.060907,0.213574,0.206040,-0.407640,-10.840179
19.0194759,0.049649,-0.146795,0.376981,0.364828,-0.966113,-35.764225
19.0391598,0.002362,-0.051626,0.167493,0.156892,-0.746755,-23.060249
19.0588741,-0.063479,0.030985,-0.069537,-0.078393,-0.509267,-11.192616
19.0785885,-0.019778,0.033976,-0.065356,-0.072867,-0.361547,-15.135719
19.0983047,0.070005,-0.057608,0.136960,0.128552,-0.490485,-29.096901
19.1179867,0.096341,-0.114462,0.065137,0.056026,-0.558290,-35.894707
19.1377010,0.009549,0.023798,-0.030032,-0.037128,-0.322936,-18.329075
19.1574154,-0.088015,0.129145,-0.118625,-0.123071,-0.038015,-4.322357
19.1771297,-0.096408,0.095621,-0.021060,-0.027651,-0.271283,-4.864159
19.1968441,-0.064685,0.029184,0.048383,0.039260,-0.557218,-11.174419
19.2165604,-0.019778,-0.066580,0.092664,0.080941,-0.875132,-22.208435
19.2362728,-0.017993,-0.064794,0.062146,0.050570,-0.852543,-22.233002
19.2559566,-0.079638,0.042948,-0.009692,-0.018482,-0.510915,-8.944096
19.2756710,-0.110171,0.171045,-0.119220,-0.121741,0.145887,-0.907143
19.2953854,-0.119143,0.217127,-0.250308,-0.249850,0.439691,1.163704
19.3150711,-0.051516,0.142908,-0.157519,-0.160201,0.138050,-6.983925
19.3347836,0.011335,-0.055807,0.138745,0.128316,-0.722236,-24.194477
19.3545284,0.017331,-0.155767,0.309934,0.296513,-1.126177,-34.159111
19.3742428,0.012540,-0.188085,0.248899,0.234612,-1.241553,-37.471558
19.3938961,0.043058,-0.170736,0.074704,0.062007,-0.999729,-37.842712
19.4136410,0.117276,-0.268896,0.063336,0.051723,-0.857388,-53.592609
19.4333553,0.125058,-0.161154,0.044782,0.035648,-0.557888,-42.129799
19.4530716,0.001157,0.074076,-0.099460,-0.104359,-0.086063,-14.670063
19.4727535,-0.144275,0.305704,-0.225772,-0.219668,0.898675,5.084564
19.4924679,-0.181399,0.289560,-0.175479,-0.171279,0.736974,7.698441
19.5121822,-0.118548,0.168055,-0.115634,-0.118512,0.111876,-0.256088
19.5319271,-0.038943,0.042353,-0.189258,-0.196758,-0.340467,-12.899662
19.5515823,-0.036547,0.106394,-0.349658,-0.353580,0.055352,-9.842049
19.5712948,-0.046725,0.096811,-0.229953,-0.234897,-0.067543,-9.397305
19.5910397,0.035886,-0.070181,0.208783,0.198602,-0.702579,-27.471500
19.6107235,0.189710,-0.281469,0.443418,0.434548,-0.585883,-57.392563
19.6304073,0.229810,-0.331137,0.202802,0.195828,-0.346958,-63.463127
19.6501522,0.010740,-0.134817,-0.092288,-0.105010,-0.981885,-31.371235
19.6698074,-0.115557,0.023203,0.019650,0.009149,-0.714300,-6.187881
19.6895828,-0.085025,0.071680,0.162702,0.154901,-0.428414,-7.008316
19.7092648,-0.038333,0.074671,0.008283,0.002044,-0.239658,-11.225056
19.7289791,-0.135302,0.256022,-0.304172,-0.301268,0.659129,3.406914
19.7486935,-0.236468,0.373957,-0.304767,-0.294259,1.248175,12.785141
19.7684078,-0.116153,0.235682,0.015454,0.016563,0.442088,1.387535
19.7880936,0.052045,-0.043249,0.159101,0.150505,-0.514542,-26.577168
19.8078384,0.101728,-0.174917,0.037610,0.027141,-0.712956,-42.189072
19.8275204,0.024503,-0.053411,0.033414,0.023636,-0.630518,-25.138378
19.8472652,0.034085,-0.062994,0.247693,0.237648,-0.691960,-26.722130
19.8669186,0.095731,-0.061804,0.179456,0.171862,-0.408787,-31.285378
19.8866634,0.065809,0.084848,-0.072528,-0.074639,0.175032,-19.122189
19.9063778,-0.011401,0.193781,-0.276034,-0.274223,0.561428,-8.213268
19.9260941,-0.032351,0.092630,-0.091678,-0.096676,-0.097270,-10.859245
19.9457760,0.126859,-0.166540,0.233319,0.223892,-0.618661,-42.765652
19.9654903,0.156186,-0.287451,0.291989,0.281632,-0.734682,-57.103687
19.9852047,0.075986,-0.168936,0.172879,0.161361,-0.859926,-39.950241
20.0049191,-0.032351,0.016016,0.017850,0.009059,-0.515202,-15.071831
20.0246048,-0.091616,0.146494,-0.040805,-0.044503,0.020519,-3.362633
20.0443497,-0.077838,0.143503,-0.129992,-0.133369,0.067347,-4.689598
20.0640316,-0.083239,0.129740,-0.148547,-0.152794,-0.013195,-4.730904
20.0837460,-0.144885,0.053125,-0.045596,-0.055202,-0.598827,-1.626350
20.1034603,-0.011401,-0.055822,0.145932,0.134781,-0.810796,-22.129951
20.1231747,0.095731,-0.108480,0.056165,0.047221,-0.538131,-35.306152
20.1428604,0.042463,-0.013311,-0.237735,-0.244947,-0.301374,-23.567276
20.1625729,-0.041339,0.145304,-0.289203,-0.291195,0.227361,-7.742294
20.1823177,-0.055697,0.188395,-0.089892,-0.090137,0.346018,-4.934784
20.2020016,0.038282,0.035761,-0.036029,-0.041592,-0.163360,-19.935059
20.2216854,0.125058,-0.111486,-0.104251,-0.111795,-0.358912,-37.447807
20.2414303,0.037076,-0.109686,-0.021060,-0.032208,-0.787729,-31.102352
20.2611446,0.047849,-0.086340,0.201001,0.190719,-0.713451,-29.830414
20.2808609,0.042463,-0.118063,0.233930,0.222450,-0.862990,-32.333065
20.3005428,0.022107,-0.061193,0.105237,0.095015,-0.692943,-25.567848
20.3202572,-0.038943,0.004633,0.127378,0.117778,-0.623316,-15.161163
20.3399715,-0.062289,0.030985,0.117810,0.108737,-0.561842,-11.309731
20.3596554,-0.059893,0.057306,-0.014483,-0.022106,-0.381696,-10.126862
20.3794003,-0.029361,0.109385,-0.223361,-0.227149,0.044982,-10.318951
20.3991165,-0.107775,0.314692,-0.435260,-0.427118,1.104663,2.535591
20.4187984,-0.186785,0.467325,-0.457400,-0.437583,1.924418,10.172966
20.4385128,-0.070056,0.292536,-0.165317,-0.158772,0.919021,-0.733231
20.4582272,0.150800,-0.001348,0.060346,0.057661,0.097733,-30.317368
20.4779415,0.129850,-0.119848,0.167478,0.159507,-0.447457,-38.488693
20.4976273,-0.119738,-0.055212,0.352429,0.338444,-1.209874,-10.283237
20.5173397,-0.147280,-0.197668,0.549954,0.531459,-1.996002,-19.743488
20.5370541,0.067609,-0.376638,0.607419,0.592444,-1.381117,-66.765984
20.5567684,0.146009,-0.297033,0.213574,0.202725,-0.782936,-57.919018
20.5764828,-0.019183,0.101008,-0.234134,-0.238044,0.035139,-11.579540
20.5961666,-0.202334,0.421228,-0.398150,-0.382950,1.602183,10.775856
20.6159115,-0.163440,0.436197,-0.343081,-0.326244,1.697388,8.333786
20.6356277,-0.037143,0.272196,-0.320331,-0.313902,0.945739,-3.678017
20.6552792,0.066404,0.159662,-0.341876,-0.339214,0.647144,-15.342392
20.6750240,0.015531,0.181818,-0.403522,-0.401246,0.628075,-10.708885
20.6947079,-0.034747,0.140513,-0.261676,-0.263813,0.208621,-8.489021
20.7144527,-0.003024,-0.073767,0.145337,0.133823,-0.855747,-24.392086
20.7341385,0.049054,-0.320379,0.493100,0.477864,-1.409269,-57.874268
20.7538834,0.072995,-0.379629,0.500882,0.486171,-1.331007,-67.274452
20.7735653,0.049054,-0.255728,0.216565,0.202294,-1.235705,-48.685356
20.7932796,-0.020388,-0.043844,-0.015079,-0.025887,-0.746612,-20.340549
20.8129940,-0.095797,0.153086,-0.079715,-0.083057,0.061437,-2.761269
20.8327084,-0.076052,0.257227,-0.067142,-0.063501,0.668533,-1.210640
20.8523941,-0.091006,0.250650,-0.245517,-0.242213,0.679374,-0.232346
20.8721390,-0.115557,0.233286,-0.342486,-0.340657,0.577094,1.279335
20.8918209,-0.110156,0.187204,-0.237735,-0.239025,0.281669,-0.422997
20.9115353,-0.030551,0.070475,-0.025256,-0.031425,-0.226938,-12.135082
20.9312496,-0.000628,-0.204245,0.169873,0.154883,-1.338029,-38.388649
20.9509640,0.097532,-0.364065,0.350049,0.336463,-1.153602,-65.379715
20.9706497,0.121473,-0.298818,0.300366,0.288320,-0.943100,-57.397694
20.9903622,-0.086825,-0.023489,0.047177,0.035326,-0.885594,-12.035328
