tempo_s,aceleracao_g
1.3300,-1.0492
1.3305,-1.5069
1.3310,-1.5583
1.3315,0.0207
1.3320,-0.0245
1.3325,-0.4038
1.3330,-0.6632
1.3335,-1.9379
1.3340,0.1077
1.3345,-0.0056
1.3350,-0.1334
1.3355,1.6044
1.3360,1.4624
1.3365,2.9012
1.3370,-0.7072
1.3375,0.3884
1.3380,3.8972
1.3385,0.7398
1.3390,0.5670
1.3395,1.3121
1.3400,1.2085
1.3405,-0.3140
1.3410,-0.0090
1.3415,-1.7297
1.3420,1.0460
1.3425,1.6481
1.3430,1.2721
1.3435,-0.1295
1.3440,-0.4927
1.3445,0.4020
1.3450,-0.3372
1.3455,1.5393
1.3460,-0.1676
1.3465,0.2695
1.3470,-0.3068
1.3475,0.3649
1.3480,1.4752
1.3485,-0.4944
1.3490,1.4013
1.3495,2.7096
1.3500,0.4770
1.3505,-2.2522
1.3510,0.2604
1.3515,0.0852
1.3520,-1.2799
1.3525,-1.3757
1.3530,-0.8589
1.3535,-0.6280
1.3540,1.0960
1.3545,-2.1508
1.3550,-0.8570
1.3555,1.2946
1.3560,-1.4685
1.3565,-2.5357
1.3570,-0.6963
1.3575,-3.0565
1.3580,-1.0958
1.3585,-0.3745
1.3590,-2.1755
1.3595,-1.4224
1.3600,0.2935
1.3605,-1.0025
1.3610,-0.6600
1.3615,-1.3204
1.3620,-1.0961
1.3625,-1.4396
1.3630,-1.3159
1.3635,-0.4898
1.3640,-0.1490
1.3645,-0.7351
1.3650,0.7509
1.3655,-0.6596
1.3660,0.1878
1.3665,0.1929
1.3670,1.5755
1.3675,2.0910
1.3680,0.6386
1.3685,0.5395
1.3690,-0.1404
1.3695,1.9410
1.3700,1.1707
1.3705,-1.4447
1.3710,-1.8788
1.3715,0.1760
1.3720,-0.7291
1.3725,3.1115
1.3730,1.2899
1.3735,0.7884
1.3740,0.6915
1.3745,1.1688
1.3750,1.3062
1.3755,0.4775
1.3760,1.7926
1.3765,2.3021
1.3770,1.2351
1.3775,1.7378
1.3780,-0.4125
1.3785,-1.5369
1.3790,-0.0180
1.3795,1.2158
1.3800,1.0181
1.3805,1.4935
1.3810,0.1461
1.3815,-0.0877
1.3820,0.9934
1.3825,-0.5185
1.3830,1.4764
1.3835,0.0408
1.3840,-0.4267
1.3845,0.5557
1.3850,-0.8250
1.3855,0.4228
1.3860,0.5605
1.3865,-0.7510
1.3870,-0.8522
1.3875,0.2127
1.3880,0.2531
1.3885,-0.3479
1.3890,-1.3203
1.3895,-0.1948
1.3900,-0.7544
1.3905,0.8306
1.3910,-0.1767
1.3915,-0.1061
1.3920,-0.7871
1.3925,-1.2264
1.3930,-1.1310
1.3935,-2.0646
1.3940,-0.3986
1.3945,-0.7016
1.3950,-0.5622
1.3955,-0.3406
1.3960,-1.1660
1.3965,-1.5957
1.3970,-1.4548
1.3975,-0.7194
1.3980,-2.1775
1.3985,-2.3770
1.3990,-0.5996
1.3995,-1.2403
1.4000,0.0791
1.4005,-0.6069
1.4010,0.3590
1.4015,-0.9018
1.4020,-0.1933
1.4025,-0.4742
1.4030,0.1239
1.4035,0.4691
1.4040,0.2609
1.4045,0.6454
1.4050,0.9253
1.4055,-0.9354
1.4060,-0.2720
1.4065,1.4387
1.4070,1.2572
1.4075,0.4461
1.4080,0.9806
1.4085,0.3597
1.4090,0.5418
1.4095,1.1377
1.4100,1.0319
1.4105,2.3233
1.4110,0.6402
1.4115,0.2906
1.4120,-0.0092
1.4125,0.3475
1.4130,0.7089
1.4135,-0.5348
1.4140,0.2936
1.4145,0.0344
1.4150,1.8453
1.4155,-0.2284
1.4160,-0.1310
1.4165,-0.8130
1.4170,0.9078
1.4175,0.1896
1.4180,-0.9229
1.4185,-0.1280
1.4190,-1.0243
1.4195,-1.1839
1.4200,1.2017
1.4205,0.7146
1.4210,0.1243
1.4215,-0.3941
1.4220,-2.6012
1.4225,-1.7800
1.4230,0.6964
1.4235,-1.3665
1.4240,0.8576
1.4245,-2.7992
1.4250,-2.0274
1.4255,-1.4033
1.4260,-0.4979
1.4265,-0.8516
1.4270,-2.2483
1.4275,-1.3053
1.4280,0.5026
1.4285,-2.3802
1.4290,-1.5659
1.4295,-1.2222
1.4300,-0.7124
1.4305,0.6563
1.4310,-0.3737
1.4315,0.7610
1.4320,0.2104
1.4325,-0.6996
1.4330,1.3448
1.4335,1.6531
1.4340,0.3158
1.4345,-2.1200
1.4350,0.3716
1.4355,0.8452
1.4360,1.3930
1.4365,0.7705
1.4370,1.1081
1.4375,0.9694
1.4380,1.7892
1.4385,1.7134
1.4390,1.8859
1.4395,0.3485
1.4400,2.3225
1.4405,1.6725
1.4410,1.3221
1.4415,0.7062
1.4420,0.8697
1.4425,0.0443
1.4430,-0.1754
1.4435,0.6692
1.4440,0.8163
1.4445,-0.2235
1.4450,0.8216
1.4455,0.4339
1.4460,-0.2545
1.4465,-0.2194
1.4470,0.0935
1.4475,-0.5142
1.4480,-0.5428
1.4485,-0.0594
1.4490,1.8417
1.4495,-0.4065
1.4500,0.3950
1.4505,-0.0214
1.4510,-1.0306
1.4515,-1.2127
1.4520,-0.8173
1.4525,-0.6266
1.4530,0.2888
1.4535,-2.2273
1.4540,0.4952
1.4545,-0.5430
1.4550,-0.9320
1.4555,-0.3058
1.4560,-1.5696
1.4565,-1.2753
1.4570,-0.6929
1.4575,-1.6540
1.4580,0.2076
1.4585,0.3624
1.4590,0.6389
1.4595,-0.2027
1.4600,-1.4439
1.4605,0.1559
1.4610,-2.9439
1.4615,-0.6359
1.4620,-0.3854
1.4625,0.5066
1.4630,-1.1848
1.4635,-3.0363
1.4640,-0.5113
1.4645,-1.1060
1.4650,-0.6856
1.4655,1.1977
1.4660,-1.4325
1.4665,-0.3895
1.4670,0.8080
1.4675,3.5346
1.4680,1.4048
1.4685,-0.1797
1.4690,0.4972
1.4695,1.2347
1.4700,-0.3432
1.4705,1.0158
1.4710,0.7332
1.4715,1.5479
1.4720,0.9722
1.4725,2.2467
1.4730,1.4494
1.4735,0.5607
1.4740,0.5299
1.4745,1.3528
1.4750,0.2862
1.4755,1.7781
1.4760,0.7788
1.4765,2.8304
1.4770,1.0144
1.4775,0.2784
1.4780,-0.0183
1.4785,1.6419
1.4790,0.0355
1.4795,-1.1603
1.4800,-0.1713
1.4805,1.7851
1.4810,1.7377
1.4815,-0.3559
1.4820,-0.5112
1.4825,-0.2331
1.4830,1.0321
1.4835,-1.2064
1.4840,0.3381
1.4845,0.3002
1.4850,-0.0392
1.4855,-1.5299
1.4860,1.0518
1.4865,-1.6981
1.4870,-0.8399
1.4875,-1.1388
1.4880,-2.2043
1.4885,-0.2270
1.4890,-0.1795
1.4895,-0.9473
1.4900,-0.2487
1.4905,0.5209
1.4910,-1.2750
1.4915,-1.6114
1.4920,-2.6032
1.4925,-1.1156
1.4930,-1.3621
1.4935,-0.9450
1.4940,0.1519
1.4945,-2.4735
1.4950,-2.8819
1.4955,-0.4128
1.4960,-1.5105
1.4965,0.8891
1.4970,-0.7491
1.4975,-0.6643
1.4980,-0.9224
1.4985,-1.8677
1.4990,-0.8078
1.4995,0.4494
1.5000,-1.0776
1.5005,-1.3604
1.5010,1.4429
1.5015,0.8702
1.5020,0.7025
1.5025,1.9568
1.5030,0.5230
1.5035,1.0267
1.5040,2.3852
1.5045,0.0732
1.5050,0.4941
1.5055,0.4231
1.5060,1.3134
1.5065,1.7868
1.5070,0.1495
1.5075,1.6160
1.5080,-0.5732
1.5085,0.3336
1.5090,1.1622
1.5095,1.3686
1.5100,-0.5370
1.5105,0.1320
1.5110,0.1643
1.5115,-0.1714
1.5120,-0.6999
1.5125,-0.8895
1.5130,0.1458
1.5135,0.7373
1.5140,0.2511
1.5145,0.2351
1.5150,-0.0711
1.5155,0.9793
1.5160,1.6013
1.5165,0.8972
1.5170,0.6373
1.5175,-1.8308
1.5180,0.9503
1.5185,-0.1604
1.5190,-0.6967
1.5195,-0.9294
1.5200,-0.5709
1.5205,-0.6813
1.5210,-1.1335
1.5215,0.2506
1.5220,-1.0930
1.5225,-1.3576
1.5230,-1.2810
1.5235,-2.1997
1.5240,-0.4236
1.5245,-0.3473
1.5250,-0.9430
1.5255,-1.3955
1.5260,-1.5305
1.5265,-1.0574
1.5270,-0.1575
1.5275,-2.0455
1.5280,-0.8899
1.5285,-0.4864
1.5290,-1.7109
1.5295,-1.0532
1.5300,-1.2340
1.5305,-1.1032
1.5310,-0.3433
1.5315,0.4625
1.5320,-1.1693
1.5325,0.5655
1.5330,0.9861
1.5335,0.5113
1.5340,0.2837
1.5345,0.4514
1.5350,1.2910
1.5355,2.0640
1.5360,0.5993
1.5365,1.9982
1.5370,-0.1085
1.5375,1.5869
1.5380,0.3431
1.5385,1.3432
1.5390,1.4180
1.5395,1.1023
1.5400,0.6312
1.5405,0.9851
1.5410,0.0021
1.5415,2.2551
1.5420,2.0282
1.5425,0.1165
1.5430,2.4385
1.5435,0.9942
1.5440,0.6895
1.5445,1.3862
1.5450,-0.2559
1.5455,1.0862
1.5460,0.0824
1.5465,0.0645
1.5470,0.9173
1.5475,0.3332
1.5480,-0.3208
1.5485,0.2084
1.5490,-0.8638
1.5495,-0.6987
1.5500,1.3315
1.5505,-0.2277
1.5510,1.8560
1.5515,-0.6625
1.5520,0.0949
1.5525,1.5461
1.5530,0.5158
1.5535,0.4567
1.5540,-1.6838
1.5545,-0.5561
1.5550,0.6209
1.5555,-1.9081
1.5560,1.7131
1.5565,-1.1647
1.5570,-1.6516
1.5575,-0.9671
1.5580,-0.1238
1.5585,1.4392
1.5590,-1.9274
1.5595,-1.0797
1.5600,-2.5005
1.5605,-0.6261
1.5610,-1.2810
1.5615,-0.5574
1.5620,-1.0430
1.5625,-1.5977
1.5630,-1.1712
1.5635,1.0073
1.5640,0.5734
1.5645,-0.5249
1.5650,-2.3345
1.5655,-1.2925
1.5660,-0.2647
1.5665,-1.5681
1.5670,0.3931
1.5675,-0.0787
1.5680,1.5535
1.5685,1.3638
1.5690,0.7453
1.5695,-0.2626
1.5700,1.0198
1.5705,1.3475
1.5710,1.9607
1.5715,4.3272
1.5720,1.8335
1.5725,2.1555
1.5730,1.9079
1.5735,-1.1843
1.5740,2.2106
1.5745,0.6535
1.5750,0.5536
1.5755,0.1845
1.5760,-0.1053
1.5765,1.8822
1.5770,0.2970
1.5775,0.4994
1.5780,1.5960
1.5785,0.4133
1.5790,2.4400
1.5795,-0.1807
1.5800,-0.9797
1.5805,0.2514
1.5810,0.9469
1.5815,2.0925
1.5820,1.0924
1.5825,-0.2486
1.5830,0.0397
1.5835,-1.3381
1.5840,-0.4163
1.5845,-0.0797
1.5850,0.1203
1.5855,0.0409
1.5860,-0.4025
1.5865,-0.0486
1.5870,1.3971
1.5875,1.5576
1.5880,-0.9766
1.5885,0.9845
1.5890,-0.6099
1.5895,-1.1911
1.5900,-0.3387
1.5905,-0.1268
1.5910,-1.5365
1.5915,-0.4835
1.5920,-2.0608
1.5925,-0.4212
1.5930,-1.1045
1.5935,-2.1928
1.5940,-1.5433
1.5945,-0.9835
1.5950,-1.4501
1.5955,-0.7632
1.5960,-1.6363
1.5965,-1.0869
1.5970,-0.5156
1.5975,0.4938
1.5980,1.4329
1.5985,-0.3255
1.5990,-0.6924
1.5995,0.9806
1.6000,-0.3803
1.6005,0.9931
1.6010,0.3840
1.6015,-1.1958
1.6020,2.1284
1.6025,1.6587
1.6030,1.5666
1.6035,-0.7463
1.6040,-0.4744
1.6045,0.2537
1.6050,2.4361
1.6055,3.8076
1.6060,0.6618
1.6065,0.8361
1.6070,2.7908
1.6075,-0.4969
1.6080,0.9837
1.6085,0.9718
1.6090,-0.3776
1.6095,0.9004
1.6100,3.2435
1.6105,-1.4797
1.6110,-0.5342
1.6115,-0.0932
1.6120,0.4804
1.6125,-1.2624
1.6130,1.1959
1.6135,-0.9436
1.6140,0.4905
1.6145,-0.7307
1.6150,-0.4552
1.6155,0.3760
1.6160,0.3167
1.6165,0.5540
1.6170,0.6645
1.6175,0.9183
1.6180,-0.0501
1.6185,-1.1318
1.6190,0.4242
1.6195,0.1916
1.6200,-1.2636
1.6205,-0.6099
1.6210,-3.0927
1.6215,-0.2708
1.6220,-0.7028
1.6225,-0.0745
1.6230,-3.1866
1.6235,-1.0154
1.6240,-1.3636
1.6245,-1.0691
1.6250,-0.7742
1.6255,-0.5256
1.6260,-0.9417
1.6265,-1.0227
1.6270,0.0124
1.6275,-0.9991
1.6280,-0.2761
1.6285,-1.9695
1.6290,-0.5048
1.6295,-2.1590
1.6300,-0.0983
1.6305,-0.8775
1.6310,0.3719
1.6315,-1.9078
1.6320,-1.0077
1.6325,0.0023
1.6330,-0.3457
1.6335,-0.9171
1.6340,-0.0462
1.6345,0.0924
1.6350,0.5486
1.6355,0.9138
1.6360,0.0600
1.6365,0.7414
1.6370,0.5425
1.6375,-0.3531
1.6380,0.4502
1.6385,2.1746
1.6390,2.1990
1.6395,-0.1272
1.6400,0.5880
1.6405,0.9914
1.6410,0.8274
1.6415,-0.1140
1.6420,0.4295
1.6425,1.4244
1.6430,1.7774
1.6435,1.3759
1.6440,0.1651
1.6445,1.8218
1.6450,-1.0320
1.6455,1.0198
1.6460,-1.3392
1.6465,-0.1416
1.6470,1.4485
1.6475,0.4413
1.6480,-0.1982
1.6485,0.7555
1.6490,-0.4606
1.6495,-0.2058
1.6500,-1.3239
1.6505,0.8597
1.6510,-1.3123
1.6515,0.6094
1.6520,0.2585
1.6525,-1.3094
1.6530,-0.5363
1.6535,0.1697
1.6540,0.3174
1.6545,-0.7274
1.6550,-1.9648
1.6555,0.8411
1.6560,-1.8413
1.6565,0.3485
1.6570,0.4622
1.6575,-1.1751
1.6580,-1.2781
1.6585,-1.3746
1.6590,-1.2773
1.6595,-1.7063
1.6600,-0.4280
1.6605,-0.4477
1.6610,-1.9636
1.6615,-0.2375
1.6620,-1.7718
1.6625,-0.9276
1.6630,-1.8636
1.6635,-0.4957
1.6640,-1.4591
1.6645,-1.8477
1.6650,0.3097
1.6655,-2.1899
1.6660,1.4984
1.6665,-0.4946
1.6670,-0.2004
1.6675,-1.4664
1.6680,1.3483
1.6685,-0.4465
1.6690,0.7768
1.6695,0.7142
1.6700,0.9310
1.6705,2.0029
1.6710,-0.3086
1.6715,-0.0444
1.6720,0.8707
1.6725,1.7889
1.6730,1.1278
1.6735,2.8968
1.6740,1.0446
1.6745,1.6946
1.6750,0.0746
1.6755,-0.2973
1.6760,-0.7209
1.6765,-0.1207
1.6770,0.3232
1.6775,1.2392
1.6780,-1.0379
1.6785,0.3179
1.6790,-0.6739
1.6795,-0.9033
1.6800,0.1449
1.6805,1.8185
1.6810,0.1639
1.6815,-0.0827
1.6820,-0.1399
1.6825,0.0227
1.6830,0.8566
1.6835,-1.5350
1.6840,1.8251
1.6845,-0.0866
1.6850,-0.9958
1.6855,1.6956
1.6860,-1.6620
1.6865,-0.4304
1.6870,-0.9055
1.6875,-0.0720
1.6880,-0.6204
1.6885,-2.3171
1.6890,-1.1811
1.6895,-1.1626
1.6900,-1.9547
1.6905,0.2083
1.6910,0.7807
1.6915,-0.8518
1.6920,0.2790
1.6925,-1.8121
1.6930,-1.0654
1.6935,-2.2672
1.6940,-1.9034
1.6945,-3.6344
1.6950,1.2161
1.6955,-0.4707
1.6960,-1.4965
1.6965,-2.2516
1.6970,0.1762
1.6975,-1.7852
1.6980,-0.9969
1.6985,-1.0639
1.6990,-0.9275
1.6995,-1.0462
1.7000,-0.2239
1.7005,1.0623
1.7010,-1.8561
1.7015,1.5583
1.7020,-0.1716
1.7025,2.7059
1.7030,1.0161
1.7035,1.3143
1.7040,-0.5543
1.7045,0.5195
1.7050,2.0223
1.7055,0.4134
1.7060,2.2828
1.7065,1.7548
1.7070,0.5331
1.7075,1.1978
1.7080,-1.7980
1.7085,1.1390
1.7090,0.6203
1.7095,1.4944
1.7100,0.8388
1.7105,2.0916
1.7110,1.9534
1.7115,3.2178
1.7120,-0.1156
1.7125,-0.6838
1.7130,0.1683
1.7135,1.1222
1.7140,0.6376
1.7145,1.3870
1.7150,-1.2111
1.7155,0.9439
1.7160,0.4507
1.7165,1.4221
1.7170,0.4638
1.7175,0.4450
1.7180,-0.1777
1.7185,0.2086
1.7190,-1.8840
1.7195,-1.4934
1.7200,-0.7566
1.7205,-1.4844
1.7210,-1.6110
1.7215,0.0004
1.7220,-0.5815
1.7225,-1.4682
1.7230,-0.9200
1.7235,0.6587
1.7240,-0.9511
1.7245,-1.7104
1.7250,-2.0665
1.7255,0.3262
1.7260,-2.3378
1.7265,-0.8219
1.7270,-2.2488
1.7275,0.6790
1.7280,-0.3867
1.7285,0.4599
1.7290,0.3707
1.7295,0.1379
1.7300,-0.8558
1.7305,-0.0627
1.7310,-1.0224
1.7315,0.0349
1.7320,-0.6061
1.7325,-0.0463
1.7330,-0.4322
1.7335,0.1398
1.7340,-0.5666
1.7345,-1.3373
1.7350,1.9001
1.7355,-0.9437
1.7360,-0.9637
1.7365,1.9351
1.7370,1.3029
1.7375,0.6543
1.7380,0.7943
1.7385,0.7315
1.7390,1.5433
1.7395,1.4197
1.7400,0.4516
1.7405,0.2518
1.7410,2.6598
1.7415,0.7070
1.7420,1.4419
1.7425,0.2123
1.7430,1.3590
1.7435,-0.3937
1.7440,1.0580
1.7445,0.6828
1.7450,1.6692
1.7455,1.0156
1.7460,1.9940
1.7465,1.7868
1.7470,0.4551
1.7475,0.1020
1.7480,2.1813
1.7485,1.1645
1.7490,0.5686
1.7495,0.5482
1.7500,0.4114
1.7505,0.1965
1.7510,1.6954
1.7515,-0.1761
1.7520,-0.7137
1.7525,-1.2121
1.7530,-0.3945
1.7535,0.0740
1.7540,0.9326
1.7545,0.2412
1.7550,-0.1144
1.7555,-1.0769
1.7560,-1.9190
1.7565,-0.5894
1.7570,-0.1266
1.7575,-1.4726
1.7580,-0.3629
1.7585,-0.5412
1.7590,-0.0237
1.7595,-0.5117
1.7600,-1.2073
1.7605,-1.5822
1.7610,-0.3054
1.7615,-0.1038
1.7620,-2.2975
1.7625,-1.7132
1.7630,-1.1942
1.7635,-1.0157
1.7640,-0.9365
1.7645,0.8640
1.7650,-0.4934
1.7655,-0.2718
1.7660,1.0466
1.7665,-0.9280
1.7670,0.1642
1.7675,-0.6798
1.7680,1.5928
1.7685,0.3710
1.7690,2.9078
1.7695,1.5138
1.7700,0.6239
1.7705,1.9422
1.7710,-0.2124
1.7715,1.9891
1.7720,-0.9376
1.7725,-1.1506
1.7730,0.5170
1.7735,-1.1176
1.7740,1.3775
1.7745,0.2105
1.7750,1.3957
1.7755,1.2870
1.7760,1.5103
1.7765,0.7953
1.7770,0.7572
1.7775,2.3612
1.7780,2.5398
1.7785,1.0791
1.7790,0.6625
1.7795,1.0707
1.7800,1.2293
1.7805,0.0730
1.7810,-1.5963
1.7815,-0.6150
1.7820,0.3888
1.7825,-1.0107
1.7830,-0.9801
1.7835,0.8251
1.7840,-0.5326
1.7845,-0.4198
1.7850,-1.4340
1.7855,0.4230
1.7860,-0.7065
1.7865,-0.7316
1.7870,0.4858
1.7875,-1.8028
1.7880,-1.3624
1.7885,-0.1861
1.7890,-1.9743
1.7895,-0.5436
1.7900,-1.2921
1.7905,-0.5345
1.7910,-1.5693
1.7915,-0.5344
1.7920,-1.2687
1.7925,-0.5226
1.7930,-0.9801
1.7935,0.5750
1.7940,0.6012
1.7945,-0.4389
1.7950,-1.2884
1.7955,0.1131
1.7960,-0.9928
1.7965,-2.0683
1.7970,0.1396
1.7975,-1.1556
1.7980,-0.5857
1.7985,-0.5652
1.7990,-1.3030
1.7995,-1.4111
1.8000,-0.3216
1.8005,-0.9168
1.8010,-0.8929
1.8015,-0.4387
1.8020,1.2281
1.8025,1.4973
1.8030,-0.6666
1.8035,-0.2055
1.8040,0.0201
1.8045,0.8857
1.8050,1.7594
1.8055,1.9226
1.8060,0.6406
1.8065,0.5583
1.8070,-0.2621
1.8075,3.9898
1.8080,0.8588
1.8085,0.4888
1.8090,3.0081
1.8095,0.3545
1.8100,1.3246
1.8105,0.5838
1.8110,2.4099
1.8115,1.1931
1.8120,0.4198
1.8125,0.7689
1.8130,1.0047
1.8135,1.2633
1.8140,0.2578
1.8145,0.3479
1.8150,0.9601
1.8155,0.3668
1.8160,0.8828
1.8165,0.2514
1.8170,0.4430
1.8175,0.6144
1.8180,0.1468
1.8185,0.7142
1.8190,-0.2790
1.8195,0.0220
1.8200,0.1844
1.8205,-0.6065
1.8210,0.3502
1.8215,0.6043
1.8220,1.1387
1.8225,0.2087
1.8230,-0.7301
1.8235,-1.0618
1.8240,-0.8304
1.8245,-0.1431
1.8250,-0.8712
1.8255,-0.7225
1.8260,-1.5725
1.8265,-0.8025
1.8270,-2.5788
1.8275,-2.5033
1.8280,-0.7775
1.8285,-2.3238
1.8290,-1.0684
1.8295,0.1102
1.8300,-0.1337
1.8305,1.3983
1.8310,-0.4564
1.8315,0.5564
1.8320,0.7274
1.8325,0.9233
1.8330,-0.2491
1.8335,0.8603
1.8340,1.2767
1.8345,0.4531
1.8350,0.4630
1.8355,1.1590
1.8360,0.3890
1.8365,0.3385
1.8370,-1.0687
1.8375,2.0953
1.8380,-0.4044
1.8385,2.5881
1.8390,1.6956
1.8395,1.1360
1.8400,2.8398
1.8405,1.7989
1.8410,0.9311
1.8415,0.3348
1.8420,0.4758
1.8425,1.3263
1.8430,1.6268
1.8435,1.5957
1.8440,1.0462
1.8445,2.2480
1.8450,1.1011
1.8455,1.2377
1.8460,0.0427
1.8465,0.5246
1.8470,1.1219
1.8475,-0.0516
1.8480,0.4863
1.8485,0.9371
1.8490,-0.2536
1.8495,-1.0540
1.8500,0.9462
1.8505,-0.3583
1.8510,-1.2564
1.8515,0.5140
1.8520,-0.6441
1.8525,-0.8235
1.8530,1.1862
1.8535,-0.2031
1.8540,-0.8480
1.8545,-1.0612
1.8550,-0.7280
1.8555,-0.1748
1.8560,-0.5248
1.8565,-1.8879
1.8570,-1.2386
1.8575,-1.4274
1.8580,-2.3197
1.8585,0.5576
1.8590,-0.8895
1.8595,-0.8067
1.8600,-0.7228
1.8605,-1.1251
1.8610,-1.0411
1.8615,-3.4461
1.8620,-1.9389
1.8625,-2.0420
1.8630,0.8235
1.8635,0.8667
1.8640,-1.1281
1.8645,-0.1242
1.8650,-1.5236
1.8655,0.3387
1.8660,0.3363
1.8665,-0.7208
1.8670,0.3976
1.8675,0.4402
1.8680,-0.2462
1.8685,-1.2026
1.8690,0.2323
1.8695,2.2133
1.8700,2.2986
1.8705,0.9507
1.8710,1.5624
1.8715,0.8908
1.8720,0.5313
1.8725,1.5885
1.8730,2.6978
1.8735,1.0364
1.8740,-0.6978
1.8745,-0.1215
1.8750,1.2280
1.8755,0.8122
1.8760,0.9883
1.8765,0.0407
1.8770,-0.1834
1.8775,0.6171
1.8780,0.5998
1.8785,0.7112
1.8790,0.4563
1.8795,-0.0656
1.8800,1.2727
1.8805,0.9027
1.8810,0.5259
1.8815,1.5731
1.8820,0.3419
1.8825,-0.0623
1.8830,0.9307
1.8835,0.3248
1.8840,0.7988
1.8845,0.0487
1.8850,0.9638
1.8855,1.8538
1.8860,-0.4255
1.8865,-0.8639
1.8870,1.5820
1.8875,-1.1131
1.8880,0.3032
1.8885,-1.5641
1.8890,0.1787
1.8895,-0.1785
1.8900,0.1127
1.8905,0.2535
1.8910,-1.5917
1.8915,-0.8261
1.8920,-1.6078
1.8925,-0.1564
1.8930,-1.4680
1.8935,-2.3746
1.8940,-1.4029
1.8945,-2.1637
1.8950,-1.5410
1.8955,-1.4772
1.8960,-2.5132
1.8965,-2.5269
1.8970,-0.4965
1.8975,-0.0607
1.8980,-0.3442
1.8985,0.0103
1.8990,-1.0104
1.8995,1.1814
1.9000,-0.8766
1.9005,-0.1168
1.9010,-0.5347
1.9015,1.3708
1.9020,0.2355
1.9025,1.0277
1.9030,1.7779
1.9035,0.2961
1.9040,-0.1537
1.9045,0.9332
1.9050,2.8993
1.9055,0.4400
1.9060,2.9047
1.9065,0.9287
1.9070,1.9359
1.9075,-0.1308
1.9080,0.7816
1.9085,1.8398
1.9090,1.0753
1.9095,0.6092
1.9100,-0.4751
1.9105,0.6233
1.9110,0.1633
1.9115,2.0331
1.9120,1.1811
1.9125,-0.3445
1.9130,1.2749
1.9135,0.8544
1.9140,-1.2613
1.9145,0.8667
1.9150,1.0180
1.9155,0.7970
1.9160,0.9472
1.9165,0.4101
1.9170,0.4263
1.9175,0.9482
1.9180,-0.5220
1.9185,1.3474
1.9190,-0.4314
1.9195,-1.9198
1.9200,-0.2925
1.9205,-2.1010
1.9210,-0.3696
1.9215,-1.3646
1.9220,-3.0173
1.9225,-0.5088
1.9230,-1.7015
1.9235,-0.6253
1.9240,-1.8835
1.9245,-0.2955
1.9250,-1.0409
1.9255,0.1028
1.9260,-0.5566
1.9265,-0.6584
1.9270,-2.4479
1.9275,0.2007
1.9280,-1.7092
1.9285,-1.1460
1.9290,-0.6507
1.9295,-0.8542
1.9300,-1.6952
1.9305,-1.8200
1.9310,-1.9543
1.9315,-1.4370
1.9320,-0.4965
1.9325,-0.6608
1.9330,-0.2369
1.9335,-0.0511
1.9340,0.7551
1.9345,0.3349
1.9350,1.4418
1.9355,2.3078
1.9360,0.4772
1.9365,1.5140
1.9370,0.4672
1.9375,-0.6653
1.9380,1.3611
1.9385,0.9747
1.9390,1.3064
1.9395,1.0146
1.9400,0.8323
1.9405,1.8412
1.9410,0.5394
1.9415,1.4406
1.9420,-0.6692
1.9425,2.9455
1.9430,-0.7617
1.9435,1.6787
1.9440,0.3537
1.9445,0.6089
1.9450,1.9187
1.9455,-0.2176
1.9460,0.5014
1.9465,-0.6133
1.9470,1.2303
1.9475,0.8677
1.9480,0.5794
1.9485,-0.1449
1.9490,-0.1136
1.9495,-0.1349
1.9500,0.3640
1.9505,-1.1966
1.9510,-0.1042
1.9515,0.7713
1.9520,-0.2412
1.9525,0.8861
1.9530,-0.1231
1.9535,-0.3569
1.9540,0.6308
1.9545,0.5440
1.9550,-0.4600
1.9555,-0.4807
1.9560,-0.7176
1.9565,-1.0097
1.9570,0.0704
1.9575,0.3598
1.9580,-1.6149
1.9585,-1.0682
1.9590,-1.2560
1.9595,-2.9756
1.9600,-1.9105
1.9605,-1.4134
1.9610,-0.2228
1.9615,-0.7301
1.9620,-1.3630
1.9625,0.0344
1.9630,-1.0580
1.9635,0.9042
1.9640,0.0275
1.9645,-0.2266
1.9650,1.0656
1.9655,1.8526
1.9660,-0.9712
1.9665,0.4187
1.9670,-0.6074
1.9675,-0.6801
1.9680,1.6185
1.9685,0.9912
1.9690,0.2259
1.9695,0.0431
1.9700,0.4652
1.9705,0.6224
1.9710,0.6247
1.9715,0.6135
1.9720,0.6111
1.9725,-1.1601
1.9730,1.0114
1.9735,0.1223
1.9740,0.2224
1.9745,1.5553
1.9750,0.4281
1.9755,1.6497
1.9760,1.5294
1.9765,1.8904
1.9770,2.8923
1.9775,0.3634
1.9780,0.4606
1.9785,0.4433
1.9790,-0.6406
1.9795,-0.3329
1.9800,0.2483
1.9805,0.3637
1.9810,-0.4379
1.9815,0.0411
1.9820,0.3650
1.9825,1.1201
1.9830,0.4832
1.9835,1.1171
1.9840,0.9472
1.9845,0.7725
1.9850,-0.6671
1.9855,-1.7181
1.9860,-1.1465
1.9865,-0.7841
1.9870,0.3146
1.9875,-0.5641
1.9880,-1.5460
1.9885,-0.5429
1.9890,-0.6476
1.9895,0.2948
1.9900,0.7555
1.9905,-0.5741
1.9910,-0.9906
1.9915,-0.6249
1.9920,-1.5706
1.9925,-1.4880
1.9930,-2.5418
1.9935,-0.5203
1.9940,-0.3029
1.9945,-1.3132
1.9950,-1.7226
1.9955,-1.7412
